"num_parents","num_siblings","num_children","num_first_degree","num_grandparents","num_aunts_uncles","num_nephews_nieces","num_second_degree","num_first_cousins","num_second_cousins","num_third_cousins"
2,3,4,9,4,5,2,11,9,23,134
2,5,3,10,4,7,10,21,21,66,375
2,3,2,7,4,21,12,37,56,40,296
2,1,0,3,4,2,3,9,3,65,271
2,3,2,7,4,4,8,16,11,55,427
2,1,5,8,4,12,1,17,24,89,162
2,6,0,8,4,8,6,18,11,58,75
2,4,3,9,4,9,6,19,30,81,249
2,1,2,5,4,4,3,11,5,32,183
2,4,2,8,4,7,14,25,15,77,428
2,3,7,12,4,5,7,16,6,38,350
2,4,0,6,4,4,9,17,4,68,383
2,9,2,13,4,6,15,25,13,67,357
2,4,9,15,4,3,13,20,6,57,236
2,5,4,11,4,8,10,22,25,35,197
2,3,5,10,4,6,2,12,9,69,212
2,3,0,5,4,13,6,23,13,17,297
2,1,0,3,4,2,4,10,5,34,298
2,11,3,16,4,7,10,21,23,92,683
2,3,5,10,4,2,5,11,4,72,391
2,1,1,4,4,2,1,7,8,100,249
2,4,3,9,4,3,7,14,9,38,301
2,5,1,8,4,5,9,18,17,57,289
2,1,5,8,4,8,1,13,14,79,339
2,2,1,5,4,8,1,13,14,78,392
2,5,5,12,4,6,7,17,7,71,114
2,4,5,11,4,7,3,14,23,104,442
2,1,1,4,4,7,4,15,16,72,399
2,2,3,7,4,14,3,21,37,108,262
2,3,4,9,4,9,4,17,21,89,291
2,1,2,5,4,2,2,8,2,99,224
2,3,0,5,4,3,8,15,7,38,423
2,1,1,4,4,14,0,18,18,83,323
2,1,0,3,4,9,1,14,21,88,103
2,2,0,4,4,9,2,15,24,29,157
2,1,4,7,4,5,1,10,10,42,262
2,4,1,7,4,9,6,19,15,35,250
2,4,0,6,4,3,14,21,8,32,349
2,1,0,3,4,7,2,13,18,96,254
2,1,2,5,4,7,0,11,13,76,239
2,4,1,7,4,4,7,15,10,80,396
2,3,6,11,4,13,2,19,30,36,408
2,0,4,6,4,5,0,9,4,35,76
2,2,1,5,4,8,4,16,25,78,153
2,3,1,6,4,8,6,18,29,60,266
2,5,1,8,4,1,6,11,5,85,550
2,5,0,7,4,8,5,17,24,65,258
2,3,7,12,4,1,8,13,0,30,463
2,2,7,11,4,11,6,21,12,99,233
2,1,0,3,4,12,0,16,13,100,306
2,5,1,8,4,6,9,19,11,90,410
2,3,8,13,4,3,10,17,2,98,311
2,3,0,5,4,3,3,10,8,97,352
2,6,0,8,4,9,9,22,24,146,329
2,5,1,8,4,4,11,19,6,71,264
2,0,3,5,4,13,0,17,22,27,277
2,4,2,8,4,6,5,15,6,44,285
2,6,3,11,4,7,5,16,8,64,245
2,0,0,2,4,4,0,8,6,124,278
2,1,3,6,4,2,0,6,7,28,445
2,1,3,6,4,3,1,8,2,32,368
2,5,0,7,4,3,18,25,5,64,128
2,6,3,11,4,7,22,33,13,17,233
2,3,3,8,4,8,10,22,29,76,273
2,5,5,12,4,4,4,12,3,91,371
2,2,1,5,4,4,10,18,4,73,334
2,2,5,9,4,10,5,19,18,23,135
2,7,1,10,4,6,16,26,2,26,149
2,2,7,11,4,6,6,16,17,103,332
2,7,0,9,4,6,12,22,5,102,152
2,5,1,8,4,5,13,22,10,102,324
2,2,0,4,4,11,6,21,26,52,246
2,0,3,5,4,11,0,15,23,86,339
2,5,0,7,4,5,9,18,15,37,214
2,0,0,2,4,4,0,8,7,109,239
2,1,0,3,4,13,2,19,29,85,363
2,7,0,9,4,9,14,27,14,64,330
2,4,8,14,4,9,15,28,24,76,235
2,0,3,5,4,11,0,15,20,18,415
2,2,3,7,4,12,2,18,29,53,613
2,2,0,4,4,8,3,15,15,79,317
2,5,0,7,4,9,7,20,22,62,269
2,6,3,11,4,8,7,19,17,142,184
2,4,2,8,4,9,6,19,18,93,256
2,3,6,11,4,7,10,21,13,135,312
2,6,2,10,4,7,10,21,12,25,258
2,2,4,8,4,7,2,13,11,94,301
2,6,3,11,4,10,1,15,24,30,181
2,1,1,4,4,5,2,11,8,53,288
2,4,4,10,4,4,7,15,8,70,401
2,1,5,8,4,5,0,9,25,131,347
2,3,0,5,4,7,6,17,15,54,234
2,1,4,7,4,9,3,16,20,34,474
2,4,3,9,4,9,12,25,16,69,189
2,1,2,5,4,11,0,15,35,77,428
2,0,7,9,4,7,0,11,9,145,226
2,1,4,7,4,8,5,17,10,62,300
2,2,0,4,4,5,13,22,6,48,428
2,1,0,3,4,8,0,12,14,98,251
2,0,3,5,4,7,0,11,10,143,478
2,0,0,2,4,4,0,8,14,67,350
2,4,3,9,4,9,14,27,19,124,291
2,2,1,5,4,9,3,16,24,90,344
2,2,0,4,4,4,0,8,12,66,413
2,3,3,8,4,7,4,15,11,60,498
2,0,5,7,4,11,0,15,29,43,225
2,0,2,4,4,11,0,15,45,42,261
2,1,0,3,4,8,0,12,26,19,244
2,2,3,7,4,7,9,20,22,42,307
2,2,0,4,4,1,7,12,2,35,339
2,1,1,4,4,6,2,12,12,91,264
2,2,5,9,4,5,3,12,3,77,221
2,2,0,4,4,10,5,19,33,32,312
2,0,1,3,4,12,0,16,26,78,331
2,3,4,9,4,6,8,18,15,59,450
2,3,2,7,4,7,3,14,14,119,386
2,2,3,7,4,18,11,33,35,111,338
2,3,6,11,4,8,7,19,25,104,304
2,0,0,2,4,5,0,9,11,60,516
2,2,1,5,4,4,7,15,5,48,328
2,3,1,6,4,8,18,30,11,131,315
2,5,3,10,4,5,9,18,16,76,455
2,5,2,9,4,3,12,19,5,104,369
2,7,2,11,4,3,17,24,11,29,123
2,1,0,3,4,14,2,20,31,94,247
2,5,0,7,4,7,8,19,18,109,396
2,5,2,9,4,9,19,32,19,166,272
2,1,0,3,4,8,3,15,43,9,278
2,3,2,7,4,7,7,18,13,109,498
2,7,4,13,4,7,16,27,12,79,158
2,6,2,10,4,14,19,37,22,17,404
2,4,0,6,4,10,10,24,11,106,284
2,2,10,14,4,5,6,15,6,66,489
2,2,1,5,4,8,4,16,24,65,221
2,2,0,4,4,2,4,10,5,95,337
2,5,3,10,4,12,16,32,32,178,327
2,4,4,10,4,2,6,12,0,67,230
2,2,3,7,4,7,3,14,12,55,380
2,7,2,11,4,14,15,33,25,64,292
2,2,2,6,4,4,3,11,2,66,219
2,6,2,10,4,3,10,17,7,105,224
2,4,1,7,4,8,9,21,15,86,426
2,4,0,6,4,6,8,18,25,31,230
2,0,0,2,4,9,0,13,25,32,322
2,1,4,7,4,5,8,17,14,85,356
2,3,7,12,4,6,6,16,7,92,533
2,0,5,7,4,4,0,8,7,45,261
2,1,1,4,4,7,0,11,18,67,143
2,5,1,8,4,5,5,14,11,80,106
2,6,2,10,4,3,17,24,7,100,312
2,3,3,8,4,3,3,10,8,142,260
2,6,1,9,4,8,14,26,15,29,397
2,10,3,15,4,4,24,32,9,58,354
2,5,4,11,4,6,6,16,7,63,147
2,7,4,13,4,5,17,26,8,86,757
2,4,3,9,4,7,7,18,6,74,320
2,5,1,8,4,4,9,17,13,117,351
2,3,0,5,4,8,5,17,16,82,199
2,6,2,10,4,5,5,14,7,14,137
2,3,2,7,4,10,5,19,20,25,357
2,2,1,5,4,11,1,16,27,82,175
2,5,3,10,4,4,14,22,2,77,355
2,3,4,9,4,13,4,21,28,100,398
2,2,1,5,4,5,3,12,14,29,295
2,1,1,4,4,6,3,13,19,91,174
2,3,3,8,4,8,10,22,14,50,177
2,1,4,7,4,7,4,15,12,81,273
2,3,0,5,4,4,4,12,11,26,140
2,0,0,2,4,9,0,13,25,61,407
2,2,1,5,4,12,8,24,32,30,358
2,2,6,10,4,7,6,17,10,47,407
2,4,2,8,4,4,5,13,5,119,297
2,3,1,6,4,8,4,16,19,52,293
2,2,3,7,4,11,3,18,16,60,190
2,1,0,3,4,11,3,18,23,84,281
2,4,2,8,4,9,8,21,21,43,324
2,5,3,10,4,7,9,20,8,103,273
2,1,0,3,4,8,4,16,16,59,192
2,3,1,6,4,2,7,13,0,92,289
2,3,0,5,4,9,5,18,14,125,204
2,0,4,6,4,3,0,7,6,42,258
2,4,3,9,4,5,12,21,7,34,311
2,2,5,9,4,6,10,20,15,67,265
2,2,0,4,4,3,6,13,8,115,413
2,7,3,12,4,9,19,32,23,78,148
2,2,4,8,4,6,0,10,9,9,314
2,1,1,4,4,5,2,11,14,60,176
2,2,4,8,4,3,6,13,2,14,163
2,1,1,4,4,7,1,12,20,28,395
2,3,2,7,4,12,6,22,38,70,302
2,5,9,16,4,4,16,24,5,40,196
2,4,4,10,4,20,18,42,52,10,622
2,6,3,11,4,4,12,20,11,42,280
2,4,1,7,4,11,8,23,27,66,131
2,5,8,15,4,3,10,17,4,56,359
2,6,3,11,4,7,15,26,17,99,409
2,1,2,5,4,4,1,9,10,99,494
2,2,1,5,4,7,2,13,13,75,416
2,2,3,7,4,5,2,11,5,57,253
2,2,0,4,4,11,1,16,23,52,433
2,5,2,9,4,2,7,13,7,31,252
2,1,7,10,4,2,2,8,3,57,398
2,3,3,8,4,9,8,21,15,70,259
2,3,1,6,4,8,12,24,25,56,283
2,2,3,7,4,8,1,13,12,87,321
2,1,1,4,4,7,5,16,20,59,290
2,4,0,6,4,10,1,15,23,86,219
2,4,9,15,4,10,10,24,29,79,469
2,5,1,8,4,9,9,22,17,115,376
2,2,2,6,4,5,4,13,11,78,349
2,4,1,7,4,5,6,15,22,52,234
2,0,2,4,4,5,0,9,24,64,117
2,4,4,10,4,7,4,15,25,29,354
2,2,1,5,4,6,3,13,24,60,270
2,3,5,10,4,6,3,13,10,91,274
2,2,1,5,4,10,6,20,22,79,246
2,2,2,6,4,6,1,11,14,51,93
2,2,0,4,4,6,1,11,8,39,290
2,7,0,9,4,4,18,26,10,85,203
2,5,0,7,4,11,6,21,22,109,336
2,9,5,16,4,3,16,23,13,98,220
2,2,2,6,4,3,9,16,2,79,215
2,4,1,7,4,7,7,18,11,29,552
2,5,2,9,4,1,20,25,3,153,257
2,1,0,3,4,4,0,8,5,33,513
2,2,1,5,4,4,8,16,8,55,161
2,2,1,5,4,9,0,13,26,104,336
2,1,3,6,4,1,1,6,0,66,412
2,2,2,6,4,3,2,9,5,26,250
2,5,4,11,4,12,12,28,28,63,270
2,5,8,15,4,8,14,26,18,49,252
2,11,0,13,4,10,36,50,20,70,375
2,5,2,9,4,7,9,20,18,78,253
2,7,3,12,4,4,14,22,9,72,247
2,2,0,4,4,8,11,23,13,18,517
2,2,5,9,4,6,3,13,20,92,266
2,1,1,4,4,12,5,21,30,61,365
2,3,0,5,4,9,6,19,20,96,304
2,1,4,7,4,13,0,17,22,52,266
2,4,0,6,4,7,8,19,14,47,336
2,6,5,13,4,4,9,17,8,33,90
2,0,0,2,4,4,0,8,11,72,437
2,7,7,16,4,3,12,19,9,44,195
2,5,5,12,4,7,4,15,15,54,361
2,3,1,6,4,8,8,20,26,77,462
2,2,1,5,4,5,1,10,9,136,271
2,3,0,5,4,11,6,21,30,85,384
2,1,3,6,4,6,3,13,21,48,538
2,5,5,12,4,5,11,20,11,73,338
2,3,1,6,4,9,4,17,25,48,343
2,3,2,7,4,4,1,9,14,90,294
2,1,6,9,4,6,8,18,11,84,316
2,9,0,11,4,5,19,28,11,17,254
2,0,0,2,4,8,0,12,10,55,210
2,4,1,7,4,3,1,8,3,74,269
2,3,2,7,4,6,5,15,15,120,351
2,0,3,5,4,12,0,16,26,71,265
2,4,0,6,4,10,5,19,25,117,335
2,9,2,13,4,2,14,20,2,63,186
2,4,0,6,4,2,13,19,9,31,224
2,3,6,11,4,6,7,17,26,42,296
2,1,2,5,4,7,4,15,15,39,161
2,3,0,5,4,3,7,14,4,102,189
2,5,0,7,4,6,12,22,20,71,336
2,4,7,13,4,2,5,11,6,115,230
2,2,2,6,4,16,2,22,34,87,305
2,3,1,6,4,0,10,14,0,31,380
2,6,1,9,4,4,18,26,11,118,440
2,3,0,5,4,7,10,21,10,31,212
2,2,2,6,4,9,10,23,28,89,230
2,5,4,11,4,8,14,26,11,14,245
2,2,0,4,4,4,5,13,11,90,332
2,3,2,7,4,3,5,12,5,24,253
2,4,2,8,4,7,10,21,6,80,169
2,5,6,13,4,6,13,23,11,19,175
2,3,2,7,4,5,6,15,16,105,358
2,4,6,12,4,7,11,22,9,70,155
2,6,4,12,4,4,14,22,13,65,166
2,0,4,6,4,7,0,11,19,55,315
2,8,1,11,4,8,17,29,10,35,263
2,1,3,6,4,3,0,7,4,21,199
2,5,1,8,4,9,6,19,22,44,246
2,2,1,5,4,8,13,25,20,39,348
2,2,0,4,4,8,4,16,10,29,605
2,6,4,12,4,7,17,28,13,21,507
2,1,7,10,4,7,0,11,23,89,365
2,4,1,7,4,1,8,13,4,25,175
2,6,6,14,4,13,11,28,29,38,134
2,4,2,8,4,5,4,13,17,110,239
2,2,5,9,4,12,6,22,53,25,392
2,10,3,15,4,7,20,31,18,30,249
2,4,3,9,4,5,11,20,14,131,380
2,9,5,16,4,4,15,23,18,71,258
2,2,1,5,4,9,4,17,18,49,303
2,4,2,8,4,8,4,16,19,72,349
2,1,2,5,4,5,4,13,15,86,168
2,4,0,6,4,14,7,25,19,45,319
2,2,5,9,4,10,3,17,28,77,307
2,4,3,9,4,14,8,26,33,70,304
2,8,4,14,4,2,9,15,1,55,317
2,11,1,14,4,3,23,30,9,65,235
2,4,7,13,4,9,6,19,23,47,256
2,4,2,8,4,7,6,17,17,28,206
2,3,12,17,4,3,5,12,14,53,335
2,5,4,11,4,4,8,16,7,34,431
2,7,2,11,4,13,21,38,45,33,269
2,1,5,8,4,10,0,14,18,50,264
2,2,0,4,4,10,4,18,20,156,141
2,3,4,9,4,5,11,20,9,67,371
2,4,1,7,4,10,7,21,15,57,279
2,3,4,9,4,8,2,14,33,136,307
2,0,0,2,4,7,0,11,12,81,303
2,1,1,4,4,13,2,19,20,33,279
2,3,4,9,4,6,5,15,13,121,260
2,8,0,10,4,3,16,23,14,89,252
2,1,1,4,4,8,3,15,12,42,210
2,8,2,12,4,14,14,32,24,88,162
2,1,1,4,4,6,5,15,6,72,268
2,7,0,9,4,3,19,26,2,152,286
2,4,5,11,4,4,12,20,8,92,189
2,6,0,8,4,8,5,17,12,59,399
2,8,1,11,4,10,26,40,20,54,133
2,5,3,10,4,3,4,11,4,28,285
2,4,5,11,4,4,9,17,4,63,399
2,0,5,7,4,10,0,14,32,42,266
2,3,0,5,4,15,4,23,32,160,394
2,4,3,9,4,9,14,27,17,82,179
2,0,2,4,4,7,0,11,24,56,120
2,2,1,5,4,10,3,17,26,92,342
2,0,0,2,4,1,0,5,3,86,171
2,9,0,11,4,9,24,37,24,30,483
2,2,1,5,4,5,4,13,10,62,198
2,8,1,11,4,1,21,26,2,52,366
2,8,4,14,4,8,14,26,14,68,431
2,2,3,7,4,6,3,13,7,50,180
2,3,2,7,4,5,4,13,14,40,299
2,3,0,5,4,4,9,17,7,30,223
2,0,4,6,4,5,0,9,12,53,108
2,5,3,10,4,9,9,22,22,56,316
2,6,3,11,4,10,5,19,19,154,305
2,2,1,5,4,6,6,16,18,68,213
2,2,0,4,4,5,2,11,17,62,261
2,5,6,13,4,5,6,15,4,119,229
2,4,2,8,4,4,4,12,12,25,325
2,5,0,7,4,6,12,22,26,28,322
2,0,2,4,4,10,0,14,20,56,347
2,2,4,8,4,3,0,7,5,100,297
2,1,2,5,4,1,4,9,0,81,461
2,5,1,8,4,2,14,20,4,68,215
2,4,2,8,4,9,9,22,11,138,244
2,1,2,5,4,10,2,16,23,96,556
2,0,2,4,4,4,0,8,5,7,611
2,10,0,12,4,1,27,32,1,50,633
2,3,4,9,4,11,3,18,36,51,285
2,6,0,8,4,5,5,14,13,68,393
2,5,4,11,4,4,12,20,7,55,151
2,6,2,10,4,7,14,25,20,14,359
2,2,4,8,4,8,4,16,30,48,442
2,4,4,10,4,7,4,15,12,14,268
2,0,2,4,4,5,0,9,12,102,251
2,3,5,10,4,8,2,14,16,62,299
2,4,2,8,4,3,1,8,7,79,237
2,2,1,5,4,7,3,14,33,45,239
2,5,0,7,4,4,7,15,9,141,244
2,6,0,8,4,7,9,20,11,71,176
2,7,2,11,4,7,15,26,10,43,130
2,4,3,9,4,6,12,22,9,49,311
2,2,1,5,4,2,4,10,2,81,210
2,1,1,4,4,7,3,14,15,55,134
2,2,1,5,4,5,0,9,10,25,177
2,1,1,4,4,12,0,16,33,34,282
2,3,1,6,4,2,8,14,3,108,371
2,5,3,10,4,4,4,12,7,55,448
2,0,0,2,4,2,0,6,2,102,389
2,3,0,5,4,10,8,22,14,87,247
2,1,3,6,4,13,1,18,33,41,422
2,1,1,4,4,1,4,9,5,79,312
2,8,2,12,4,8,35,47,8,103,201
2,0,5,7,4,4,0,8,7,104,583
2,6,1,9,4,8,23,35,28,37,317
2,6,3,11,4,5,15,24,9,77,183
2,0,1,3,4,5,0,9,15,145,355
2,2,0,4,4,4,1,9,10,62,284
2,3,2,7,4,10,6,20,25,80,377
2,9,0,11,4,5,29,38,9,25,254
2,1,0,3,4,11,0,15,39,58,436
2,2,1,5,4,9,2,15,29,142,393
2,6,3,11,4,6,16,26,15,86,500
2,0,4,6,4,10,0,14,19,72,369
2,3,3,8,4,18,7,29,49,84,318
2,0,2,4,4,1,0,5,1,116,350
2,1,2,5,4,6,2,12,23,74,131
2,8,7,17,4,5,15,24,13,80,189
2,2,0,4,4,12,9,25,9,32,139
2,0,2,4,4,7,0,11,24,32,463
2,1,3,6,4,7,6,17,21,48,228
2,1,1,4,4,1,2,7,0,167,235
2,1,3,6,4,7,1,12,13,130,410
2,11,1,14,4,4,19,27,13,101,440
2,3,4,9,4,6,3,13,25,125,262
2,3,2,7,4,6,6,16,9,128,188
2,3,5,10,4,12,9,25,27,60,351
2,2,2,6,4,5,4,13,18,137,234
2,3,8,13,4,11,5,20,25,57,187
2,3,4,9,4,6,2,12,30,32,255
2,4,3,9,4,6,10,20,12,139,286
2,5,2,9,4,4,10,18,14,85,216
2,5,3,10,4,11,16,31,27,97,312
2,3,2,7,4,12,5,21,33,155,349
2,3,1,6,4,4,11,19,15,61,330
2,1,6,9,4,2,0,6,14,92,270
2,5,12,19,4,3,15,22,8,64,160
2,1,0,3,4,6,0,10,11,42,155
2,2,6,10,4,5,7,16,10,23,370
2,0,1,3,4,8,0,12,16,81,436
2,3,0,5,4,8,7,19,14,91,478
2,4,5,11,4,4,1,9,10,34,339
2,2,1,5,4,7,4,15,24,82,383
2,0,3,5,4,3,0,7,9,67,384
2,2,1,5,4,5,2,11,8,46,343
2,2,4,8,4,11,7,22,19,112,446
2,0,2,4,4,2,0,6,6,84,225
2,1,1,4,4,4,2,10,2,96,361
2,4,2,8,4,3,10,17,10,77,230
2,2,0,4,4,5,1,10,4,53,306
2,0,3,5,4,5,0,9,22,62,215
2,7,0,9,4,3,13,20,3,27,162
2,1,3,6,4,11,5,20,20,49,253
2,3,2,7,4,7,4,15,15,67,369
2,1,3,6,4,7,2,13,16,24,477
2,4,4,10,4,8,6,18,21,34,364
2,1,3,6,4,6,2,12,5,84,344
2,2,12,16,4,12,6,22,26,49,387
2,0,1,3,4,6,0,10,8,106,452
2,0,4,6,4,6,0,10,15,71,209
2,8,1,11,4,6,22,32,18,27,234
2,0,2,4,4,4,0,8,9,145,211
2,7,0,9,4,7,24,35,10,20,367
2,4,1,7,4,13,6,23,25,113,263
2,3,0,5,4,9,2,15,31,71,187
2,3,2,7,4,8,5,17,12,113,297
2,1,0,3,4,5,1,10,10,101,325
2,1,1,4,4,3,2,9,8,93,442
2,6,0,8,4,4,16,24,12,84,358
2,7,1,10,4,12,19,35,37,52,390
2,4,2,8,4,12,7,23,32,83,511
2,11,2,15,4,10,27,41,38,18,173
2,3,3,8,4,4,11,19,11,111,176
2,6,0,8,4,13,8,25,25,60,375
2,4,1,7,4,7,14,25,18,18,338
2,1,2,5,4,12,1,17,40,47,321
2,1,3,6,4,4,1,9,9,52,327
2,2,1,5,4,10,3,17,24,111,230
2,4,1,7,4,5,15,24,9,50,233
2,0,1,3,4,6,0,10,6,126,218
2,6,3,11,4,9,13,26,23,38,505
2,4,4,10,4,1,8,13,2,99,174
2,2,0,4,4,9,5,18,18,60,449
2,2,1,5,4,3,9,16,3,138,250
2,2,1,5,4,7,7,18,10,60,305
2,0,2,4,4,15,0,19,33,84,374
2,1,5,8,4,9,2,15,17,74,314
2,2,4,8,4,14,4,22,35,59,131
2,0,5,7,4,8,0,12,16,31,360
2,4,0,6,4,4,17,25,12,55,184
2,1,8,11,4,8,0,12,19,60,306
2,6,0,8,4,3,16,23,2,69,602
2,3,0,5,4,9,14,27,16,20,343
2,3,3,8,4,8,6,18,14,68,307
2,3,2,7,4,7,10,21,21,60,267
2,3,2,7,4,3,13,20,10,52,448
2,1,3,6,4,3,3,10,3,48,302
2,7,6,15,4,9,12,25,18,74,390
2,1,7,10,4,9,0,13,7,28,344
2,7,7,16,4,2,6,12,1,180,279
2,1,0,3,4,8,1,13,10,31,455
2,3,0,5,4,4,1,9,4,15,176
2,1,1,4,4,2,0,6,3,65,308
2,6,0,8,4,2,15,21,3,60,268
2,3,3,8,4,5,4,13,13,115,244
2,5,0,7,4,11,9,24,37,64,392
2,0,0,2,4,5,0,9,16,36,241
2,11,3,16,4,5,17,26,5,45,187
2,0,1,3,4,6,0,10,13,22,295
2,8,1,11,4,8,23,35,15,57,224
2,3,1,6,4,6,7,17,19,93,259
2,2,2,6,4,6,4,14,16,97,332
2,2,0,4,4,5,0,9,13,45,348
2,1,5,8,4,1,2,7,0,45,399
2,1,3,6,4,10,0,14,28,6,334
2,3,2,7,4,8,2,14,15,27,385
2,4,0,6,4,12,14,30,31,54,305
2,4,4,10,4,5,13,22,15,158,259
2,4,2,8,4,6,9,19,9,19,481
2,6,1,9,4,8,13,25,18,57,267
2,3,0,5,4,9,8,21,23,70,338
2,5,1,8,4,1,7,12,1,29,155
2,3,0,5,4,10,4,18,13,42,282
2,0,2,4,4,16,0,20,40,49,483
2,0,2,4,4,7,0,11,12,48,328
2,1,0,3,4,9,1,14,26,67,513
2,4,1,7,4,11,17,32,16,32,333
2,4,0,6,4,5,10,19,10,21,395
2,7,7,16,4,4,14,22,9,28,333
2,7,2,11,4,7,19,30,12,87,347
2,4,2,8,4,8,20,32,18,106,162
2,4,0,6,4,10,6,20,23,66,216
2,2,1,5,4,4,4,12,8,55,290
2,5,0,7,4,3,5,12,8,55,220
2,9,3,14,4,6,21,31,8,84,448
2,2,2,6,4,6,4,14,12,55,338
2,1,3,6,4,11,0,15,28,112,425
2,4,3,9,4,10,11,25,24,28,292
2,5,3,10,4,5,14,23,9,40,233
2,5,4,11,4,7,9,20,14,71,324
2,4,2,8,4,1,2,7,4,29,447
2,0,4,6,4,11,0,15,22,113,548
2,4,0,6,4,11,3,18,37,33,295
2,2,0,4,4,8,4,16,29,67,168
2,7,0,9,4,5,9,18,8,48,206
2,7,3,12,4,9,18,31,22,105,238
2,6,2,10,4,8,7,19,20,78,426
2,3,7,12,4,9,6,19,14,67,252
2,7,7,16,4,8,16,28,23,112,185
2,4,0,6,4,11,20,35,30,83,307
2,1,2,5,4,4,3,11,16,41,384
2,8,3,13,4,10,23,37,15,153,257
2,2,0,4,4,4,7,15,13,72,390
2,2,2,6,4,12,6,22,26,48,223
2,3,3,8,4,2,1,7,5,49,297
2,7,2,11,4,13,16,33,25,6,407
2,0,1,3,4,8,0,12,8,76,501
2,0,0,2,4,11,0,15,27,84,365
2,3,0,5,4,10,6,20,26,18,208
2,2,2,6,4,8,5,17,20,128,491
2,4,0,6,4,3,15,22,9,47,280
2,4,3,9,4,6,12,22,12,64,146
2,1,0,3,4,3,0,7,9,14,361
2,3,3,8,4,4,6,14,5,75,168
2,2,6,10,4,6,0,10,15,106,265
2,4,0,6,4,16,10,30,45,109,351
2,3,6,11,4,6,3,13,17,46,376
2,4,0,6,4,8,10,22,4,50,195
2,4,0,6,4,12,8,24,18,75,230
2,3,1,6,4,8,4,16,19,71,230
2,9,7,18,4,10,31,45,12,100,161
2,1,1,4,4,9,8,21,25,113,376
2,3,3,8,4,10,4,18,28,60,293
2,4,2,8,4,3,9,16,8,51,170
2,1,3,6,4,9,2,15,10,91,304
2,9,4,15,4,1,26,31,4,64,288
2,4,5,11,4,4,13,21,31,96,251
2,3,7,12,4,4,13,21,12,83,368
2,3,4,9,4,4,11,19,6,47,379
2,1,0,3,4,3,2,9,1,97,186
2,2,2,6,4,11,8,23,18,93,348
2,3,4,9,4,12,7,23,20,88,282
2,2,10,14,4,8,7,19,17,76,257
2,2,4,8,4,5,0,9,7,107,305
2,2,2,6,4,1,7,12,5,112,199
2,3,2,7,4,10,7,21,21,62,335
2,4,8,14,4,5,7,16,7,52,278
2,0,4,6,4,2,0,6,2,81,320
2,1,5,8,4,9,1,14,33,37,292
2,8,5,15,4,5,22,31,17,104,316
2,4,1,7,4,15,8,27,27,55,93
2,0,3,5,4,8,0,12,16,23,404
2,3,3,8,4,7,7,18,13,45,210
2,6,1,9,4,4,7,15,3,67,193
2,1,3,6,4,7,0,11,22,74,359
2,4,2,8,4,14,4,22,33,101,156
2,6,0,8,4,6,5,15,21,79,251
2,3,1,6,4,12,7,23,35,37,216
2,4,0,6,4,7,6,17,11,60,489
2,4,2,8,4,5,8,17,13,76,236
2,4,0,6,4,6,9,19,20,36,280
2,3,1,6,4,7,4,15,17,90,148
2,2,1,5,4,6,7,17,9,33,156
2,4,5,11,4,4,8,16,15,51,136
2,2,2,6,4,4,2,10,15,72,460
2,1,2,5,4,9,4,17,14,40,132
2,10,3,15,4,9,21,34,32,115,235
2,1,3,6,4,7,0,11,16,103,107
2,2,0,4,4,7,4,15,15,113,450
2,6,3,11,4,13,11,28,22,56,387
2,0,2,4,4,9,0,13,27,97,208
2,3,1,6,4,14,6,24,28,75,251
2,1,4,7,4,6,1,11,7,38,229
2,5,0,7,4,6,9,19,18,59,391
2,9,1,12,4,15,25,44,16,46,192
2,8,2,12,4,2,18,24,9,43,313
2,2,5,9,4,8,2,14,19,84,323
2,1,0,3,4,4,7,15,7,23,177
2,0,1,3,4,4,0,8,12,135,307
2,2,2,6,4,7,0,11,16,56,164
2,3,2,7,4,5,8,17,2,54,253
2,3,0,5,4,3,2,9,8,68,264
2,4,0,6,4,2,4,10,4,38,122
2,3,3,8,4,10,13,27,17,50,375
2,8,2,12,4,5,23,32,3,143,430
2,1,1,4,4,8,2,14,27,43,265
2,1,1,4,4,7,3,14,17,168,461
2,1,1,4,4,8,5,17,15,59,238
2,6,3,11,4,14,14,32,24,53,306
2,5,0,7,4,3,10,17,4,132,260
2,5,0,7,4,4,16,24,9,32,446
2,5,3,10,4,10,12,26,6,72,290
2,2,3,7,4,7,1,12,17,31,190
2,4,1,7,4,6,1,11,11,97,233
2,4,0,6,4,3,13,20,9,97,372
2,1,0,3,4,9,0,13,32,46,421
2,3,5,10,4,2,8,14,0,43,241
2,2,0,4,4,2,2,8,6,72,286
2,4,0,6,4,2,11,17,3,16,239
2,6,0,8,4,5,13,22,4,42,188
2,5,3,10,4,7,8,19,15,59,279
2,4,2,8,4,3,10,17,7,118,243
2,2,4,8,4,12,0,16,24,67,351
2,2,1,5,4,3,2,9,7,38,383
2,7,1,10,4,9,21,34,30,80,244
2,2,2,6,4,6,3,13,19,62,396
2,2,0,4,4,7,4,15,14,37,435
2,7,12,21,4,15,14,33,37,119,222
2,1,7,10,4,9,3,16,16,134,221
2,5,3,10,4,4,8,16,3,104,474
2,2,9,13,4,3,3,10,3,41,285
2,2,1,5,4,10,6,20,21,35,334
2,4,5,11,4,6,8,18,19,70,668
2,6,3,11,4,9,19,32,10,108,481
2,5,3,10,4,10,22,36,14,53,486
2,2,2,6,4,7,4,15,14,72,125
2,10,0,12,4,7,26,37,7,46,223
